district,amphoe,province,zipcode,district_code,amphoe_code,province_code
บัวขาว,กุฉินารายณ์,กาฬสินธุ์,46110,460501,4605,46
สมสะอาด,กุฉินารายณ์,กาฬสินธุ์,46110,460511,4605,46
สามขา,กุฉินารายณ์,กาฬสินธุ์,46110,460507,4605,46
หนองห้าง,กุฉินารายณ์,กาฬสินธุ์,46110,460509,4605,46
เหล่าใหญ่,กุฉินารายณ์,กาฬสินธุ์,46110,460503,4605,46
เหล่าไฮงาม,กุฉินารายณ์,กาฬสินธุ์,46110,460505,4605,46
แจนแลน,กุฉินารายณ์,กาฬสินธุ์,46110,460502,4605,46
ดินจี่,คำม่วง,กาฬสินธุ์,46180,461005,4610,46
ทุ่งคลอง,คำม่วง,กาฬสินธุ์,46180,460997,4610,46
นาทัน,คำม่วง,กาฬสินธุ์,46180,461007,4610,46
นาบอน,คำม่วง,กาฬสินธุ์,46180,461006,4610,46
เนินยาง,คำม่วง,กาฬสินธุ์,46180,461009,4610,46
โพน,คำม่วง,กาฬสินธุ์,46180,460999,4610,46
ฆ้องชัยพัฒนา,ฆ้องชัย,กาฬสินธุ์,46130,460313,4618,46
ลำชี,ฆ้องชัย,กาฬสินธุ์,46130,460307,4618,46
เหล่ากลาง,ฆ้องชัย,กาฬสินธุ์,46130,461802,4618,46
โคกสะอาด,ฆ้องชัย,กาฬสินธุ์,46130,460309,4618,46
โนนศิลาเลิง,ฆ้องชัย,กาฬสินธุ์,46130,461804,4618,46
ดงพยุง,ดอนจาน,กาฬสินธุ์,46000,460112,4617,46
ดอนจาน,ดอนจาน,กาฬสินธุ์,46000,460114,4617,46
นาจำปา,ดอนจาน,กาฬสินธุ์,46000,460118,4617,46
ม่วงนา,ดอนจาน,กาฬสินธุ์,46000,460110,4617,46
สะอาดไชยศรี,ดอนจาน,กาฬสินธุ์,46000,460122,4617,46
กุงเก่า,ท่าคันโท,กาฬสินธุ์,46190,461102,4611,46
กุดจิก,ท่าคันโท,กาฬสินธุ์,46190,461104,4611,46
ดงสมบูรณ์,ท่าคันโท,กาฬสินธุ์,46190,461106,4611,46
ท่าคันโท,ท่าคันโท,กาฬสินธุ์,46190,461101,4611,46
นาตาล,ท่าคันโท,กาฬสินธุ์,46190,461105,4611,46
ยางอู้ม,ท่าคันโท,กาฬสินธุ์,46190,461103,4611,46
นาคู,นาคู,กาฬสินธุ์,46160,460605,4616,46
บ่อแก้ว,นาคู,กาฬสินธุ์,46160,460607,4616,46
ภูแล่นช้าง,นาคู,กาฬสินธุ์,46160,460604,4616,46
สายนาวัง,นาคู,กาฬสินธุ์,46160,460609,4616,46
โนนนาจาน,นาคู,กาฬสินธุ์,46160,460610,4616,46
นามน,นามน,กาฬสินธุ์,46230,460198,4602,46
ยอดแกง,นามน,กาฬสินธุ์,46230,460199,4602,46
สงเปลือย,นามน,กาฬสินธุ์,46230,460203,4602,46
หนองบัว,นามน,กาฬสินธุ์,46230,460205,4602,46
หลักเหลี่ยม,นามน,กาฬสินธุ์,46230,460204,4602,46
คลองขาม,ยางตลาด,กาฬสินธุ์,46120,460711,4607,46
ดอนสมบูรณ์,ยางตลาด,กาฬสินธุ์,46120,460709,4607,46
นาดี,ยางตลาด,กาฬสินธุ์,46120,460713,4607,46
นาเชือก,ยางตลาด,กาฬสินธุ์,46120,460710,4607,46
บัวบาน,ยางตลาด,กาฬสินธุ์,46120,460704,4607,46
ยางตลาด,ยางตลาด,กาฬสินธุ์,46120,460701,4607,46
หนองตอกแป้น,ยางตลาด,กาฬสินธุ์,46120,460715,4607,46
หนองอิเฒ่า,ยางตลาด,กาฬสินธุ์,46120,460708,4607,46
หัวงัว,ยางตลาด,กาฬสินธุ์,46120,460702,4607,46
หัวนาคำ,ยางตลาด,กาฬสินธุ์,46120,460707,4607,46
อิตื้อ,ยางตลาด,กาฬสินธุ์,46120,460706,4607,46
อุ่มเม่า,ยางตลาด,กาฬสินธุ์,46120,460703,4607,46
เขาพระนอน,ยางตลาด,กาฬสินธุ์,46120,460712,4607,46
เว่อ,ยางตลาด,กาฬสินธุ์,46120,460705,4607,46
โนนสูง,ยางตลาด,กาฬสินธุ์,46120,460714,4607,46
ร่องคำ,ร่องคำ,กาฬสินธุ์,46210,460401,4604,46
สามัคคี,ร่องคำ,กาฬสินธุ์,46210,460402,4604,46
เหล่าอ้อย,ร่องคำ,กาฬสินธุ์,46210,460403,4604,46
ผาเสวย,สมเด็จ,กาฬสินธุ์,46150,461306,4613,46
มหาไชย,สมเด็จ,กาฬสินธุ์,46150,461304,4613,46
ลำห้วยหลัว,สมเด็จ,กาฬสินธุ์,46150,461308,4613,46
ศรีสมเด็จ,สมเด็จ,กาฬสินธุ์,46150,461307,4613,46
สมเด็จ,สมเด็จ,กาฬสินธุ์,46150,461301,4613,46
หนองแวง,สมเด็จ,กาฬสินธุ์,46150,461302,4613,46
หมูม่น,สมเด็จ,กาฬสินธุ์,46150,461305,4613,46
แซงบาดาล,สมเด็จ,กาฬสินธุ์,46150,461303,4613,46
นามะเขือ,สหัสขันธ์,กาฬสินธุ์,46140,460903,4609,46
นิคม,สหัสขันธ์,กาฬสินธุ์,46140,460905,4609,46
ภูสิงห์,สหัสขันธ์,กาฬสินธุ์,46140,460901,4609,46
สหัสขันธ์,สหัสขันธ์,กาฬสินธุ์,46140,460902,4609,46
โนนน้ำเกลี้ยง,สหัสขันธ์,กาฬสินธุ์,46140,460908,4609,46
โนนบุรี,สหัสขันธ์,กาฬสินธุ์,46140,460907,4609,46
โนนศิลา,สหัสขันธ์,กาฬสินธุ์,46140,460312,4609,46
โนนแหลมทอง,สหัสขันธ์,กาฬสินธุ์,46140,460906,4609,46
คำสร้างเที่ยง,สามชัย,กาฬสินธุ์,46180,461008,4615,46
สำราญ,สามชัย,กาฬสินธุ์,46180,460998,4615,46
สำราญใต้,สามชัย,กาฬสินธุ์,46180,461004,4615,46
หนองช้าง,สามชัย,กาฬสินธุ์,46180,461010,4615,46
ดงมูล,หนองกุงศรี,กาฬสินธุ์,46220,461207,4612,46
ลำหนองแสน,หนองกุงศรี,กาฬสินธุ์,46220,461208,4612,46
หนองกุงศรี,หนองกุงศรี,กาฬสินธุ์,46220,461201,4612,46
หนองบัว,หนองกุงศรี,กาฬสินธุ์,46220,460205,4612,46
หนองสรวง,หนองกุงศรี,กาฬสินธุ์,46220,461204,4612,46
หนองหิน,หนองกุงศรี,กาฬสินธุ์,46220,461209,4612,46
หนองใหญ่,หนองกุงศรี,กาฬสินธุ์,46220,461206,4612,46
เสาเล้า,หนองกุงศรี,กาฬสินธุ์,46220,461205,4612,46
โคกเครือ,หนองกุงศรี,กาฬสินธุ์,46220,461198,4612,46
